timestep,position,component,gradient_type,kernel_size,epoch_0_mean_loss,epoch_0_var_loss,epoch_0_max_loss,epoch_1_mean_loss,epoch_1_var_loss,epoch_1_max_loss,epoch_2_mean_loss,epoch_2_var_loss,epoch_2_max_loss,epoch_3_mean_loss,epoch_3_var_loss,epoch_3_max_loss,epoch_4_mean_loss,epoch_4_var_loss,epoch_4_max_loss,epoch_5_mean_loss,epoch_5_var_loss,epoch_5_max_loss,epoch_6_mean_loss,epoch_6_var_loss,epoch_6_max_loss,epoch_7_mean_loss,epoch_7_var_loss,epoch_7_max_loss,epoch_8_mean_loss,epoch_8_var_loss,epoch_8_max_loss,epoch_9_mean_loss,epoch_9_var_loss,epoch_9_max_loss,epoch_10_mean_loss,epoch_10_var_loss,epoch_10_max_loss,epoch_11_mean_loss,epoch_11_var_loss,epoch_11_max_loss,epoch_12_mean_loss,epoch_12_var_loss,epoch_12_max_loss,epoch_13_mean_loss,epoch_13_var_loss,epoch_13_max_loss,epoch_14_mean_loss,epoch_14_var_loss,epoch_14_max_loss,epoch_15_mean_loss,epoch_15_var_loss,epoch_15_max_loss,epoch_16_mean_loss,epoch_16_var_loss,epoch_16_max_loss,epoch_17_mean_loss,epoch_17_var_loss,epoch_17_max_loss,epoch_18_mean_loss,epoch_18_var_loss,epoch_18_max_loss,epoch_19_mean_loss,epoch_19_var_loss,epoch_19_max_loss
999,5,block_output,Vertical,1,1.589331677153943,5.156706549121187,8.595928192138672,0.07511514389798754,0.0002967309333480635,0.11186890304088593,0.04727637614049609,3.48484107883591e-05,0.06305532157421112,0.038071856405290344,1.6199050222218855e-05,0.0499386191368103,0.03270701162280545,9.734057325813654e-06,0.042957596480846405,0.029045847939356925,6.606389656972245e-06,0.038324251770973206,0.026341592006030538,4.857829717663471e-06,0.034823451191186905,0.024220928017582213,3.763114652330217e-06,0.031958483159542084,0.022479315953595296,3.0189676516401522e-06,0.029510023072361946,0.021001679468012992,2.484279622712002e-06,0.027372857555747032,0.0197214006727177,2.0850844233076586e-06,0.025488220155239105,0.018597522159180944,1.7783169138247581e-06,0.023816516622900963,0.017602616861935646,1.537033247226843e-06,0.022327277809381485,0.016716661611719738,1.3436108539705494e-06,0.020995665341615677,0.01592403267406755,1.1861181248137474e-06,0.019801009446382523,0.015212004368622151,1.0562068467034744e-06,0.018726015463471413,0.014569959071065699,9.478633694797493e-07,0.017756130546331406,0.013988930362439344,8.566299525755127e-07,0.016878999769687653,0.013461287236875959,7.791367955407235e-07,0.016084037721157074,0.0129805203113291,7.127995789401892e-07,0.015362114645540714
999,5,block_output,Horizontal,1,0.25627657777023694,0.14112177128115422,1.7632763385772705,0.040486168855476,4.520218889417993e-05,0.056330323219299316,0.029038820711393205,7.180704092472548e-06,0.035945698618888855,0.02400740599703221,3.433072834122044e-06,0.028479991480708122,0.020839345005769578,2.039065008627008e-06,0.024083096534013748,0.018592025020292828,1.372391078083061e-06,0.02112758159637451,0.016899726087493554,1.0167901969460684e-06,0.018975043669342995,0.015581045329334244,8.094449016415798e-07,0.017507312819361687,0.014525981146901373,6.753580250221564e-07,0.016317222267389297,0.01366273859249694,5.797602187039294e-07,0.015371767804026604,0.012943280313814443,5.067549020694847e-07,0.014567596837878227,0.01233474552513115,4.4893003079238597e-07,0.013877293094992638,0.011813973653174582,4.024893121827288e-07,0.013279841281473637,0.011364075458712049,3.651004591264091e-07,0.012758971191942692,0.0109723476574771,3.350407340208434e-07,0.012302007526159286,0.010628995958656545,3.1091030927328764e-07,0.011898981407284737,0.010326323557704215,2.9154771136739244e-07,0.011541936546564102,0.01005818588393075,2.7599786059612676e-07,0.011224450543522835,0.0098196104878471,2.6348755809476887e-07,0.010941253043711185,0.009606525228018798,2.533991173701343e-07,0.01069922000169754
999,5,block_output,Gaussian,1,0.09879313092974443,0.011496050535754778,0.5990281105041504,0.025177872251896632,1.4492783277329307e-05,0.03536064922809601,0.018307374672047676,4.215560728909619e-06,0.024690531194210052,0.014724896392888494,1.9843280129439015e-06,0.018746523186564445,0.012449289657293803,1.1236959691717768e-06,0.015220897272229195,0.010878806830280356,7.094975635367813e-07,0.012936005368828773,0.009740170106173509,4.889172572754818e-07,0.011346250772476196,0.008884052088158944,3.616122129744336e-07,0.010180510580539703,0.008221673786581035,2.8293543407105285e-07,0.009353820234537125,0.007697225385715091,2.3163115285835316e-07,0.00885814893990755,0.007274059260944052,1.9690266896877664e-07,0.008455445989966393,0.006927209861931347,1.7280871495022146e-07,0.008116464130580425,0.0066391304948381965,1.5579957457364364e-07,0.007828167639672756,0.0063971760461018195,1.43617336092796e-07,0.0075809042900800705,0.006192035330015989,1.3477179387920874e-07,0.007367384620010853,0.006016712192268599,1.2826026655808626e-07,0.007181976921856403,0.005865850648473179,1.2340193885808024e-07,0.007020248100161552,0.005735279615258887,1.1973253916293205e-07,0.006878633052110672,0.0056217025876754805,1.1693389117325585e-07,0.006754215806722641,0.005522482296718019,1.1478485327207908e-07,0.0066445800475776196
999,6,block_output,Vertical,1,0.24473090824626742,0.13124454898584206,1.8289846181869507,0.04029364792245721,4.774300585012692e-05,0.05705709382891655,0.02811156189630902,1.3985260497316874e-05,0.03646473214030266,0.022161293390487866,6.748437059791688e-06,0.02823791466653347,0.01841013077350836,3.733234857253346e-06,0.023566095158457756,0.015780804043133107,2.2340995589344927e-06,0.01991715282201767,0.013819201568525934,1.4244753690779285e-06,0.017085138708353043,0.012300435527567826,9.60057638684837e-07,0.014887514524161816,0.011096197786548781,6.804898928487986e-07,0.013170896098017693,0.010124180938989397,5.0502572933614e-07,0.011815013363957405,0.009327839276502057,3.9065525916417085e-07,0.01073075644671917,0.008666897133465797,3.134755596313477e-07,0.009853985160589218,0.008112012541719846,2.597257718585041e-07,0.009197601117193699,0.007641414476055947,2.2122315840218245e-07,0.008680160157382488,0.0072386797354926195,1.9295267350865332e-07,0.008240805938839912,0.006891231695633559,1.7174551477753836e-07,0.00786392018198967,0.00658931170723268,1.5554124731385443e-07,0.007537588942795992,0.0063252523763193975,1.429580412942225e-07,0.007252662442624569,0.006092962771949787,1.3304730666936883e-07,0.007002024911344051,0.005887547759191384,1.251393938820672e-07,0.006780080497264862
999,6,block_output,Horizontal,1,0.19912805839899986,0.0728186471518979,1.4404678344726562,0.03923372803108087,2.4944825373603438e-05,0.05069410428404808,0.028598830369966372,6.179211880276761e-06,0.03592882305383682,0.02303709497763997,2.708136046174056e-06,0.02808103896677494,0.019375158651244073,1.4254417183273427e-06,0.02283124253153801,0.01677787345316675,8.563660911272308e-07,0.019119979813694954,0.01485614939814522,5.73920907999718e-07,0.016461756080389023,0.0133861375913497,4.2008489739994494e-07,0.014630574733018875,0.01223026037157055,3.295864593061961e-07,0.013315809890627861,0.011300823133852746,2.7288702635878845e-07,0.012270653620362282,0.010539776527337612,2.3535970282042033e-07,0.011427617631852627,0.009907251549145532,2.092292763609585e-07,0.010753209702670574,0.009374973970273185,1.901706818224614e-07,0.010190614499151707,0.008922352662516965,1.7570584669797743e-07,0.00971660390496254,0.008534042497298546,1.643755633254959e-07,0.00930914469063282,0.008198371814889095,1.5528112098483177e-07,0.008955399505794048,0.007906300304014059,1.4784136077079404e-07,0.008645404130220413,0.0076507032582802436,1.4165638081109465e-07,0.008371359668672085,0.007425889010644621,1.3644546557311448e-07,0.00812720786780119,0.007227254107535359,1.3201187376966905e-07,0.007908273488283157
999,6,block_output,Gaussian,1,0.9276865260705115,2.001969661580151,5.699679374694824,0.0712558375228019,0.00021261293383223676,0.11542986333370209,0.046873922208471905,3.905074327048556e-05,0.06382958590984344,0.03680614574206254,1.739423331693493e-05,0.04684264212846756,0.030863938794013054,1.074164715842039e-05,0.03805427998304367,0.02671906700919545,7.528746339676984e-06,0.03310967609286308,0.02357461897745019,5.533305657102374e-06,0.029217122122645378,0.021077148468484953,4.1424720986996415e-06,0.026025114580988884,0.019037002756718605,3.1287018046370573e-06,0.023347865790128708,0.017338796888315487,2.379235746019028e-06,0.02107371762394905,0.015905266465057456,1.8229862013730945e-06,0.019126959145069122,0.014681048173871305,1.409237290578329e-06,0.017506100237369537,0.01362485709112315,1.1005021137898229e-06,0.01615803688764572,0.012705219288667044,8.690310292337314e-07,0.014983054250478745,0.011897809493045012,6.944048513240016e-07,0.013951466418802738,0.011183633513393857,5.61691907995364e-07,0.013039786368608475,0.010547713953114692,4.600135749571917e-07,0.012229328975081444,0.009978130755443421,3.814545696212728e-07,0.011505227535963058,0.00946530257721269,3.202483433785708e-07,0.01085548847913742,0.009001447967002316,2.7217245118780243e-07,0.010270295664668083
999,7,block_output,Vertical,1,0.9685202559071874,2.2330153873465117,6.163074970245361,0.07781980807582538,0.00023548094295386713,0.10912012308835983,0.05299513083365229,5.10743577254663e-05,0.07076019048690796,0.042476512787361,2.6018765597133667e-05,0.05652879923582077,0.036177684212960894,1.6330171583408863e-05,0.046538449823856354,0.03169027987926725,1.1156478600106767e-05,0.039670638740062714,0.028169089336953466,7.942364426763088e-06,0.03486097604036331,0.02527428681533488,5.802502880624415e-06,0.030854888260364532,0.02283940813134587,4.331042108678975e-06,0.027892611920833588,0.020763857526675103,3.299492331235727e-06,0.02537250518798828,0.018977680347032018,2.564641504387489e-06,0.02316601574420929,0.017428557432833173,2.0324328434218296e-06,0.021229539066553116,0.016075916810049898,1.6400293760610798e-06,0.01952533610165119,0.014887668635873567,1.3452584192956148e-06,0.01802094280719757,0.01383808097018609,1.119712922747545e-06,0.01668856292963028,0.012906320851355318,9.441344946352722e-07,0.01550481840968132,0.012075366452336311,8.0530021916043e-07,0.014489425346255302,0.011331216579983159,6.939911606896241e-07,0.013597637414932251,0.010662259962705393,6.03648212801366e-07,0.012785520404577255,0.010058809352654314,5.295171587922132e-07,0.012044284492731094
999,7,block_output,Horizontal,1,0.07587840585481553,0.0020305557066790745,0.21144378185272217,0.0273517095557754,2.168199087246137e-05,0.04094044119119644,0.018469446708285618,4.773495588962075e-06,0.02418208122253418,0.01395188153736175,1.8566603824863907e-06,0.017409704625606537,0.011229450119629739,9.200572696690428e-07,0.0134159279987216,0.009447155830760797,5.333093633560123e-07,0.010845349170267582,0.008210883830629644,3.479079429288511e-07,0.00932425819337368,0.007314928770360965,2.483754711346494e-07,0.008214565925300121,0.006644254668600975,1.9080418087914435e-07,0.007419119589030743,0.006130246822500513,1.5581580756522126e-07,0.006829050835222006,0.0057295942974705544,1.3367517508715843e-07,0.0063952235504984856,0.005413500340803275,1.190378676764477e-07,0.00606352835893631,0.005161891070504983,1.0882865582489976e-07,0.00583453755825758,0.004960224889810123,1.0125661746013032e-07,0.005646003410220146,0.004797659089995755,9.529439253478504e-08,0.005487366579473019,0.0046659281240805746,9.03743787632095e-08,0.00535137765109539,0.004558621107467583,8.62061576511123e-08,0.005233136937022209,0.0044707101548001876,8.265570157841646e-08,0.0051294956356287,0.0043982448876791055,7.966099806361745e-08,0.005038491450250149,0.004338142639469533,7.717835843118546e-08,0.004958831239491701
999,7,block_output,Gaussian,1,0.6747650972434452,1.0182447558865855,4.452363014221191,0.07682431022089625,0.00019864951021656525,0.10605967044830322,0.050761470896384074,4.930529213938036e-05,0.06909995526075363,0.03949208418646502,2.478538528688126e-05,0.051613956689834595,0.032477964247976034,1.48907962729288e-05,0.04170146584510803,0.027574898320294562,9.78086123204027e-06,0.035665251314640045,0.023921292718677295,6.791501225359396e-06,0.030839314684271812,0.0210761654353331,4.915391544540927e-06,0.026943884789943695,0.01879164171479051,3.676717720683174e-06,0.023799099028110504,0.016916271432169845,2.82180242077793e-06,0.021236229687929153,0.015350510794965048,2.209376315331169e-06,0.019119616597890854,0.014025293320180878,1.757883641765241e-06,0.017347199842333794,0.0128907836559746,1.4178754554607385e-06,0.015843350440263748,0.011909911261191444,1.1577578584200995e-06,0.014551984146237373,0.011054439470171928,9.563386760971265e-07,0.01343110017478466,0.010302471750903697,7.988242522455342e-07,0.012457405216991901,0.00963677918272359,6.745530062223813e-07,0.011694079264998436,0.009043675921266042,5.75657605383997e-07,0.011002122424542904,0.00851220597646066,4.962481315616169e-07,0.01037243939936161,0.008033541999461631,4.318793086363261e-07,0.009797485545277596
999,8,block_output,Vertical,1,0.6217593297598853,0.9415438203344517,4.341670989990234,0.06668319245652547,0.00011949103832872031,0.103353351354599,0.04766546000563909,3.579467305980045e-05,0.06533843278884888,0.037511873458112986,1.702398306927225e-05,0.04766184836626053,0.03089454063465671,9.822514282640679e-06,0.03794347122311592,0.026196400354069376,6.299631578288979e-06,0.03119596652686596,0.022680372413661744,4.35798579713844e-06,0.02697119303047657,0.019947714734053802,3.1871013360887116e-06,0.023727430030703545,0.017763386258766764,2.4271192585098124e-06,0.021036716178059578,0.01597982504597259,1.9048247387371975e-06,0.018787896260619164,0.01449886385706209,1.5300902466381459e-06,0.016893941909074783,0.013251933313551404,1.2525574718197704e-06,0.015480011701583862,0.012189384239415327,1.0421548152155543e-06,0.014264058321714401,0.011274368073495607,8.797616978357336e-07,0.013202561065554619,0.010479062219106015,7.525353808911699e-07,0.012268714606761932,0.009782166397642521,6.514817618207348e-07,0.01144176721572876,0.009167164675004426,5.701270829187374e-07,0.010705547407269478,0.008621086388648976,5.037393697652421e-07,0.010064548812806606,0.008133616704966814,4.488379091259171e-07,0.0095297209918499,0.007696449764013764,4.0285923012797483e-07,0.00904884748160839
